year,checkpoint,calendar_month,simulation_month,promotion,roster,target,cap,cash,runway,stability,free_agents,world_contracted
2112,December,December,1044,Absolute Championship Akhmat,143,144,168,70212604,3456000,99,411,1874
2112,December,December,1044,BAMMA,143,144,168,40286480,3456000,99,411,1874
2112,December,December,1044,BRAVE Combat Federation,144,144,168,65410825,3456000,99,411,1874
2112,December,December,1044,Cage Warriors,160,160,184,53426766,3840000,99,411,1874
2112,December,December,1044,KSW,160,160,184,69835939,3840000,99,411,1874
2112,December,December,1044,Legacy Fighting Alliance,144,144,168,47890471,3456000,99,411,1874
2112,December,December,1044,ONE Championship,186,200,224,93115823,4800000,99,411,1874
2112,December,December,1044,Oktagon MMA,160,160,184,97180135,3840000,99,411,1874
2112,December,December,1044,Professional Fighters League,193,200,224,87189811,4800000,99,411,1874
2112,December,December,1044,RIZIN Fighting Federation,176,176,200,62731012,4224000,99,411,1874
2112,December,December,1044,Ultimate Fighting Championship,265,280,304,112088944,6720000,98,411,1874
2113,July,July,1051,Absolute Championship Akhmat,144,144,168,64804575,3456000,98,410,1864
2113,July,July,1051,BAMMA,144,144,168,39061153,3456000,99,410,1864
2113,July,July,1051,BRAVE Combat Federation,144,144,168,66103157,3456000,99,410,1864
2113,July,July,1051,Cage Warriors,159,160,184,52527025,3840000,99,410,1864
2113,July,July,1051,KSW,159,160,184,76441335,3840000,100,410,1864
2113,July,July,1051,Legacy Fighting Alliance,143,144,168,51074478,3456000,100,410,1864
2113,July,July,1051,ONE Championship,183,200,224,91440034,4800000,99,410,1864
2113,July,July,1051,Oktagon MMA,160,160,184,96097371,3840000,100,410,1864
2113,July,July,1051,Professional Fighters League,190,200,224,92812629,4800000,100,410,1864
2113,July,July,1051,RIZIN Fighting Federation,175,176,200,60377505,4224000,98,410,1864
2113,July,July,1051,Ultimate Fighting Championship,263,280,304,121081412,6720000,99,410,1864
2113,December,December,1056,Absolute Championship Akhmat,144,144,168,66981333,3456000,99,411,1867
2113,December,December,1056,BAMMA,144,144,168,38887640,3456000,99,411,1867
2113,December,December,1056,BRAVE Combat Federation,144,144,168,67928008,3456000,99,411,1867
2113,December,December,1056,Cage Warriors,160,160,184,52685572,3840000,99,411,1867
2113,December,December,1056,KSW,160,160,184,74040428,3840000,99,411,1867
2113,December,December,1056,Legacy Fighting Alliance,144,144,168,48895556,3456000,99,411,1867
2113,December,December,1056,ONE Championship,184,200,224,87108419,4800000,99,411,1867
2113,December,December,1056,Oktagon MMA,159,160,184,97968338,3840000,99,411,1867
2113,December,December,1056,Professional Fighters League,193,200,224,96373915,4800000,99,411,1867
2113,December,December,1056,RIZIN Fighting Federation,175,176,200,54782238,4224000,97,411,1867
2113,December,December,1056,Ultimate Fighting Championship,260,280,304,117402816,6720000,99,411,1867
2114,July,July,1063,Absolute Championship Akhmat,136,144,168,73950655,3456000,100,412,1854
2114,July,July,1063,BAMMA,143,144,168,36408506,3456000,99,412,1854
2114,July,July,1063,BRAVE Combat Federation,144,144,168,66721810,3456000,99,412,1854
2114,July,July,1063,Cage Warriors,160,160,184,53552937,3840000,100,412,1854
2114,July,July,1063,KSW,160,160,184,69822062,3840000,99,412,1854
2114,July,July,1063,Legacy Fighting Alliance,144,144,168,46077187,3456000,99,412,1854
2114,July,July,1063,ONE Championship,183,200,224,86273453,4800000,99,412,1854
2114,July,July,1063,Oktagon MMA,160,160,184,95854067,3840000,100,412,1854
2114,July,July,1063,Professional Fighters League,191,200,224,89341000,4800000,98,412,1854
2114,July,July,1063,RIZIN Fighting Federation,175,176,200,61880840,4224000,100,412,1854
2114,July,July,1063,Ultimate Fighting Championship,258,280,304,114049337,6720000,99,412,1854
2114,December,December,1068,Absolute Championship Akhmat,139,144,168,71782916,3456000,99,411,1853
2114,December,December,1068,BAMMA,142,144,168,37566533,3456000,99,411,1853
2114,December,December,1068,BRAVE Combat Federation,141,144,168,60717317,3456000,99,411,1853
2114,December,December,1068,Cage Warriors,160,160,184,50037024,3840000,99,411,1853
2114,December,December,1068,KSW,160,160,184,67685439,3840000,99,411,1853
2114,December,December,1068,Legacy Fighting Alliance,142,144,168,48526951,3456000,99,411,1853
2114,December,December,1068,ONE Championship,182,200,224,88457211,4800000,99,411,1853
2114,December,December,1068,Oktagon MMA,159,160,184,89622441,3840000,99,411,1853
2114,December,December,1068,Professional Fighters League,192,200,224,104254730,4800000,99,411,1853
2114,December,December,1068,RIZIN Fighting Federation,176,176,200,60915690,4224000,99,411,1853
2114,December,December,1068,Ultimate Fighting Championship,260,280,304,110185061,6720000,99,411,1853
2115,July,July,1075,Absolute Championship Akhmat,142,144,168,70763244,3456000,100,411,1856
2115,July,July,1075,BAMMA,144,144,168,39090467,3456000,99,411,1856
2115,July,July,1075,BRAVE Combat Federation,142,144,168,63008214,3456000,100,411,1856
2115,July,July,1075,Cage Warriors,160,160,184,49117672,3840000,100,411,1856
2115,July,July,1075,KSW,159,160,184,73867093,3840000,99,411,1856
2115,July,July,1075,Legacy Fighting Alliance,144,144,168,50538976,3456000,100,411,1856
2115,July,July,1075,ONE Championship,182,200,224,96078411,4800000,100,411,1856
2115,July,July,1075,Oktagon MMA,157,160,184,89688447,3840000,100,411,1856
2115,July,July,1075,Professional Fighters League,193,200,224,112320049,4800000,100,411,1856
2115,July,July,1075,RIZIN Fighting Federation,174,176,200,57068259,4224000,98,411,1856
2115,July,July,1075,Ultimate Fighting Championship,259,280,304,113661247,6720000,99,411,1856
2115,December,December,1080,Absolute Championship Akhmat,143,144,168,71347304,3456000,99,409,1851
2115,December,December,1080,BAMMA,144,144,168,39078035,3456000,99,409,1851
2115,December,December,1080,BRAVE Combat Federation,142,144,168,58273473,3456000,99,409,1851
2115,December,December,1080,Cage Warriors,159,160,184,47056889,3840000,99,409,1851
2115,December,December,1080,KSW,159,160,184,77476576,3840000,99,409,1851
2115,December,December,1080,Legacy Fighting Alliance,143,144,168,46868024,3456000,99,409,1851
2115,December,December,1080,ONE Championship,184,200,224,92171373,4800000,99,409,1851
2115,December,December,1080,Oktagon MMA,158,160,184,86635553,3840000,99,409,1851
2115,December,December,1080,Professional Fighters League,192,200,224,126472782,4800000,99,409,1851
2115,December,December,1080,RIZIN Fighting Federation,169,176,200,68889657,4224000,99,409,1851
2115,December,December,1080,Ultimate Fighting Championship,258,280,304,99500872,6720000,97,409,1851
2116,July,July,1087,Absolute Championship Akhmat,144,144,168,66876367,3456000,99,411,1853
2116,July,July,1087,BAMMA,139,144,168,36751302,3456000,98,411,1853
2116,July,July,1087,BRAVE Combat Federation,144,144,168,58051674,3456000,99,411,1853
2116,July,July,1087,Cage Warriors,160,160,184,44002663,3840000,99,411,1853
2116,July,July,1087,KSW,156,160,184,82628781,3840000,99,411,1853
2116,July,July,1087,Legacy Fighting Alliance,142,144,168,49615389,3456000,100,411,1853
2116,July,July,1087,ONE Championship,186,200,224,85478970,4800000,99,411,1853
2116,July,July,1087,Oktagon MMA,160,160,184,87376758,3840000,100,411,1853
2116,July,July,1087,Professional Fighters League,192,200,224,131201482,4800000,99,411,1853
2116,July,July,1087,RIZIN Fighting Federation,172,176,200,64773647,4224000,98,411,1853
2116,July,July,1087,Ultimate Fighting Championship,258,280,304,102002669,6720000,98,411,1853
2116,December,December,1092,Absolute Championship Akhmat,144,144,168,68584575,3456000,99,411,1851
2116,December,December,1092,BAMMA,139,144,168,38102397,3456000,99,411,1851
2116,December,December,1092,BRAVE Combat Federation,144,144,168,57631876,3456000,99,411,1851
2116,December,December,1092,Cage Warriors,159,160,184,43691672,3840000,99,411,1851
2116,December,December,1092,KSW,159,160,184,77765856,3840000,99,411,1851
2116,December,December,1092,Legacy Fighting Alliance,142,144,168,46657789,3456000,99,411,1851
2116,December,December,1092,ONE Championship,184,200,224,93370508,4800000,99,411,1851
2116,December,December,1092,Oktagon MMA,158,160,184,78438567,3840000,99,411,1851
2116,December,December,1092,Professional Fighters League,189,200,224,122949646,4800000,99,411,1851
2116,December,December,1092,RIZIN Fighting Federation,176,176,200,67202735,4224000,99,411,1851
2116,December,December,1092,Ultimate Fighting Championship,257,280,304,103901779,6720000,99,411,1851
2117,July,July,1099,Absolute Championship Akhmat,144,144,168,67109819,3456000,99,412,1853
2117,July,July,1099,BAMMA,141,144,168,40481641,3456000,100,412,1853
2117,July,July,1099,BRAVE Combat Federation,143,144,168,58278856,3456000,100,412,1853
2117,July,July,1099,Cage Warriors,157,160,184,45756223,3840000,100,412,1853
2117,July,July,1099,KSW,160,160,184,75461719,3840000,100,412,1853
2117,July,July,1099,Legacy Fighting Alliance,141,144,168,42576402,3456000,98,412,1853
2117,July,July,1099,ONE Championship,184,200,224,102408326,4800000,100,412,1853
2117,July,July,1099,Oktagon MMA,160,160,184,80818879,3840000,99,412,1853
2117,July,July,1099,Professional Fighters League,193,200,224,125079620,4800000,99,412,1853
2117,July,July,1099,RIZIN Fighting Federation,172,176,200,61771965,4224000,98,412,1853
2117,July,July,1099,Ultimate Fighting Championship,258,280,304,110261166,6720000,99,412,1853
2117,December,December,1104,Absolute Championship Akhmat,144,144,168,66438517,3456000,99,409,1860
2117,December,December,1104,BAMMA,143,144,168,40263111,3456000,99,409,1860
2117,December,December,1104,BRAVE Combat Federation,142,144,168,58377555,3456000,99,409,1860
2117,December,December,1104,Cage Warriors,160,160,184,47223821,3840000,99,409,1860
2117,December,December,1104,KSW,159,160,184,77700314,3840000,99,409,1860
2117,December,December,1104,Legacy Fighting Alliance,141,144,168,42151333,3456000,99,409,1860
2117,December,December,1104,ONE Championship,185,200,224,92671062,4800000,99,409,1860
2117,December,December,1104,Oktagon MMA,159,160,184,82518640,3840000,99,409,1860
2117,December,December,1104,Professional Fighters League,194,200,224,112699679,4800000,98,409,1860
2117,December,December,1104,RIZIN Fighting Federation,175,176,200,67430394,4224000,99,409,1860
2117,December,December,1104,Ultimate Fighting Championship,258,280,304,114789487,6720000,99,409,1860
2118,July,July,1111,Absolute Championship Akhmat,142,144,168,65387805,3456000,100,410,1859
2118,July,July,1111,BAMMA,144,144,168,37550187,3456000,99,410,1859
2118,July,July,1111,BRAVE Combat Federation,142,144,168,59246451,3456000,100,410,1859
2118,July,July,1111,Cage Warriors,156,160,184,44993027,3840000,99,410,1859
2118,July,July,1111,KSW,160,160,184,80181427,3840000,99,410,1859
2118,July,July,1111,Legacy Fighting Alliance,144,144,168,47105115,3456000,100,410,1859
2118,July,July,1111,ONE Championship,186,200,224,97170217,4800000,100,410,1859
2118,July,July,1111,Oktagon MMA,157,160,184,84763713,3840000,99,410,1859
2118,July,July,1111,Professional Fighters League,194,200,224,114989397,4800000,100,410,1859
2118,July,July,1111,RIZIN Fighting Federation,176,176,200,80031438,4224000,100,410,1859
2118,July,July,1111,Ultimate Fighting Championship,258,280,304,129581517,6720000,99,410,1859
2118,December,December,1116,Absolute Championship Akhmat,140,144,168,62812752,3456000,99,409,1868
2118,December,December,1116,BAMMA,143,144,168,38681821,3456000,99,409,1868
2118,December,December,1116,BRAVE Combat Federation,142,144,168,57571976,3456000,99,409,1868
2118,December,December,1116,Cage Warriors,159,160,184,45235174,3840000,99,409,1868
2118,December,December,1116,KSW,160,160,184,73271745,3840000,99,409,1868
2118,December,December,1116,Legacy Fighting Alliance,144,144,168,44594820,3456000,99,409,1868
2118,December,December,1116,ONE Championship,190,200,224,92866719,4800000,99,409,1868
2118,December,December,1116,Oktagon MMA,158,160,184,82633126,3840000,99,409,1868
2118,December,December,1116,Professional Fighters League,195,200,224,108992596,4800000,99,409,1868
2118,December,December,1116,RIZIN Fighting Federation,176,176,200,80842635,4224000,99,409,1868
2118,December,December,1116,Ultimate Fighting Championship,261,280,304,123210748,6720000,99,409,1868
2119,July,July,1123,Absolute Championship Akhmat,137,144,168,66297438,3456000,100,411,1858
2119,July,July,1123,BAMMA,144,144,168,41110468,3456000,100,411,1858
2119,July,July,1123,BRAVE Combat Federation,144,144,168,63275951,3456000,100,411,1858
2119,July,July,1123,Cage Warriors,156,160,184,49046264,3840000,100,411,1858
2119,July,July,1123,KSW,157,160,184,72866352,3840000,100,411,1858
2119,July,July,1123,Legacy Fighting Alliance,144,144,168,43731327,3456000,99,411,1858
2119,July,July,1123,ONE Championship,190,200,224,92039445,4800000,99,411,1858
2119,July,July,1123,Oktagon MMA,155,160,184,83479617,3840000,99,411,1858
2119,July,July,1123,Professional Fighters League,199,200,224,108465343,4800000,100,411,1858
2119,July,July,1123,RIZIN Fighting Federation,174,176,200,77238814,4224000,99,411,1858
2119,July,July,1123,Ultimate Fighting Championship,258,280,304,123558031,6720000,99,411,1858
2119,December,December,1128,Absolute Championship Akhmat,139,144,168,66239591,3456000,99,409,1864
2119,December,December,1128,BAMMA,144,144,168,38353322,3456000,99,409,1864
2119,December,December,1128,BRAVE Combat Federation,143,144,168,60522471,3456000,99,409,1864
2119,December,December,1128,Cage Warriors,155,160,184,50183862,3840000,99,409,1864
2119,December,December,1128,KSW,158,160,184,72699929,3840000,99,409,1864
2119,December,December,1128,Legacy Fighting Alliance,144,144,168,45148732,3456000,99,409,1864
2119,December,December,1128,ONE Championship,193,200,224,90384565,4800000,99,409,1864
2119,December,December,1128,Oktagon MMA,155,160,184,79219010,3840000,99,409,1864
2119,December,December,1128,Professional Fighters League,200,200,224,101016637,4800000,99,409,1864
2119,December,December,1128,RIZIN Fighting Federation,174,176,200,70643933,4224000,98,409,1864
2119,December,December,1128,Ultimate Fighting Championship,259,280,304,126433667,6720000,99,409,1864
2120,July,July,1135,Absolute Championship Akhmat,143,144,168,64198319,3456000,98,408,1860
2120,July,July,1135,BAMMA,144,144,168,39280004,3456000,99,408,1860
2120,July,July,1135,BRAVE Combat Federation,144,144,168,58133611,3456000,99,408,1860
2120,July,July,1135,Cage Warriors,155,160,184,47266857,3840000,99,408,1860
2120,July,July,1135,KSW,156,160,184,75849674,3840000,100,408,1860
2120,July,July,1135,Legacy Fighting Alliance,144,144,168,40834788,3456000,98,408,1860
2120,July,July,1135,ONE Championship,193,200,224,98853805,4800000,100,408,1860
2120,July,July,1135,Oktagon MMA,153,160,184,81644940,3840000,100,408,1860
2120,July,July,1135,Professional Fighters League,196,200,224,103076410,4800000,99,408,1860
2120,July,July,1135,RIZIN Fighting Federation,174,176,200,75711757,4224000,99,408,1860
2120,July,July,1135,Ultimate Fighting Championship,258,280,304,138873080,6720000,100,408,1860
2120,December,December,1140,Absolute Championship Akhmat,143,144,168,66111327,3456000,99,411,1867
2120,December,December,1140,BAMMA,144,144,168,39329505,3456000,99,411,1867
2120,December,December,1140,BRAVE Combat Federation,144,144,168,56045567,3456000,99,411,1867
2120,December,December,1140,Cage Warriors,159,160,184,48701010,3840000,99,411,1867
2120,December,December,1140,KSW,156,160,184,77111333,3840000,99,411,1867
2120,December,December,1140,Legacy Fighting Alliance,143,144,168,43231279,3456000,99,411,1867
2120,December,December,1140,ONE Championship,194,200,224,98946236,4800000,99,411,1867
2120,December,December,1140,Oktagon MMA,153,160,184,79080517,3840000,99,411,1867
