year,checkpoint,calendar_month,simulation_month,promotion,roster,target,cap,cash,runway,stability,free_agents,world_contracted
2122,July,July,1159,RIZIN Fighting Federation,170,176,200,76245729,4224000,99,411,1854
2122,July,July,1159,Ultimate Fighting Championship,260,280,304,126193217,6720000,100,411,1854
2122,December,December,1164,Absolute Championship Akhmat,144,144,168,69266892,3456000,99,409,1858
2122,December,December,1164,BAMMA,144,144,168,41156689,3456000,99,409,1858
2122,December,December,1164,BRAVE Combat Federation,144,144,168,65056044,3456000,99,409,1858
2122,December,December,1164,Cage Warriors,158,160,184,51894789,3840000,99,409,1858
2122,December,December,1164,KSW,153,160,184,74130712,3840000,99,409,1858
2122,December,December,1164,Legacy Fighting Alliance,140,144,168,48871056,3456000,99,409,1858
2122,December,December,1164,ONE Championship,197,200,224,86634706,4800000,99,409,1858
2122,December,December,1164,Oktagon MMA,159,160,184,82388697,3840000,99,409,1858
2122,December,December,1164,Professional Fighters League,189,200,224,97337739,4800000,99,409,1858
2122,December,December,1164,RIZIN Fighting Federation,172,176,200,71627820,4224000,99,409,1858
2122,December,December,1164,Ultimate Fighting Championship,258,280,304,123860577,6720000,99,409,1858
2123,July,July,1171,Absolute Championship Akhmat,144,144,168,74231814,3456000,100,409,1866
2123,July,July,1171,BAMMA,144,144,168,43426596,3456000,99,409,1866
2123,July,July,1171,BRAVE Combat Federation,144,144,168,66223806,3456000,99,409,1866
2123,July,July,1171,Cage Warriors,160,160,184,55329744,3840000,99,409,1866
2123,July,July,1171,KSW,155,160,184,79392493,3840000,100,409,1866
2123,July,July,1171,Legacy Fighting Alliance,143,144,168,47841633,3456000,99,409,1866
2123,July,July,1171,ONE Championship,195,200,224,82799922,4800000,99,409,1866
2123,July,July,1171,Oktagon MMA,160,160,184,85494714,3840000,100,409,1866
2123,July,July,1171,Professional Fighters League,191,200,224,92667254,4800000,98,409,1866
2123,July,July,1171,RIZIN Fighting Federation,174,176,200,75006720,4224000,100,409,1866
2123,July,July,1171,Ultimate Fighting Championship,256,280,304,126913671,6720000,100,409,1866
2123,December,December,1176,Absolute Championship Akhmat,143,144,168,76954776,3456000,99,409,1864
2123,December,December,1176,BAMMA,143,144,168,41876511,3456000,98,409,1864
2123,December,December,1176,BRAVE Combat Federation,143,144,168,65758875,3456000,99,409,1864
2123,December,December,1176,Cage Warriors,160,160,184,49593976,3840000,98,409,1864
2123,December,December,1176,KSW,155,160,184,81165263,3840000,99,409,1864
2123,December,December,1176,Legacy Fighting Alliance,144,144,168,46698752,3456000,99,409,1864
2123,December,December,1176,ONE Championship,193,200,224,85000756,4800000,99,409,1864
2123,December,December,1176,Oktagon MMA,159,160,184,83684298,3840000,99,409,1864
2123,December,December,1176,Professional Fighters League,193,200,224,89543211,4800000,98,409,1864
2123,December,December,1176,RIZIN Fighting Federation,172,176,200,74678058,4224000,99,409,1864
2123,December,December,1176,Ultimate Fighting Championship,259,280,304,119097270,6720000,99,409,1864
2124,July,July,1183,Absolute Championship Akhmat,143,144,168,69719716,3456000,98,409,1866
2124,July,July,1183,BAMMA,143,144,168,44080739,3456000,99,409,1866
2124,July,July,1183,BRAVE Combat Federation,144,144,168,66185913,3456000,99,409,1866
2124,July,July,1183,Cage Warriors,160,160,184,52528980,3840000,100,409,1866
2124,July,July,1183,KSW,160,160,184,80922693,3840000,99,409,1866
2124,July,July,1183,Legacy Fighting Alliance,144,144,168,48364042,3456000,100,409,1866
2124,July,July,1183,ONE Championship,189,200,224,90369564,4800000,100,409,1866
2124,July,July,1183,Oktagon MMA,160,160,184,90603273,3840000,100,409,1866
2124,July,July,1183,Professional Fighters League,192,200,224,89587992,4800000,99,409,1866
2124,July,July,1183,RIZIN Fighting Federation,171,176,200,78548153,4224000,100,409,1866
2124,July,July,1183,Ultimate Fighting Championship,260,280,304,129714917,6720000,100,409,1866
2124,December,December,1188,Absolute Championship Akhmat,144,144,168,62728500,3456000,97,412,1864
2124,December,December,1188,BAMMA,141,144,168,44755466,3456000,99,412,1864
2124,December,December,1188,BRAVE Combat Federation,144,144,168,64182236,3456000,99,412,1864
2124,December,December,1188,Cage Warriors,159,160,184,51926041,3840000,99,412,1864
2124,December,December,1188,KSW,160,160,184,74944984,3840000,99,412,1864
2124,December,December,1188,Legacy Fighting Alliance,144,144,168,46416805,3456000,99,412,1864
2124,December,December,1188,ONE Championship,190,200,224,91243618,4800000,99,412,1864
2124,December,December,1188,Oktagon MMA,160,160,184,90837800,3840000,99,412,1864
2124,December,December,1188,Professional Fighters League,192,200,224,87856086,4800000,99,412,1864
2124,December,December,1188,RIZIN Fighting Federation,171,176,200,76925027,4224000,99,412,1864
2124,December,December,1188,Ultimate Fighting Championship,259,280,304,113106716,6720000,98,412,1864
2125,July,July,1195,Absolute Championship Akhmat,144,144,168,63076216,3456000,99,411,1860
2125,July,July,1195,BAMMA,143,144,168,44885221,3456000,99,411,1860
2125,July,July,1195,BRAVE Combat Federation,138,144,168,67155514,3456000,100,411,1860
2125,July,July,1195,Cage Warriors,160,160,184,50456123,3840000,99,411,1860
2125,July,July,1195,KSW,157,160,184,74588103,3840000,99,411,1860
2125,July,July,1195,Legacy Fighting Alliance,144,144,168,49810394,3456000,100,411,1860
2125,July,July,1195,ONE Championship,188,200,224,96875246,4800000,99,411,1860
2125,July,July,1195,Oktagon MMA,160,160,184,90167350,3840000,99,411,1860
2125,July,July,1195,Professional Fighters League,193,200,224,92603504,4800000,99,411,1860
2125,July,July,1195,RIZIN Fighting Federation,174,176,200,75069052,4224000,99,411,1860
2125,July,July,1195,Ultimate Fighting Championship,259,280,304,115133069,6720000,100,411,1860
2125,December,December,1200,Absolute Championship Akhmat,142,144,168,60915834,3456000,99,410,1866
2125,December,December,1200,BAMMA,144,144,168,41697515,3456000,99,410,1866
2125,December,December,1200,BRAVE Combat Federation,143,144,168,64560364,3456000,99,410,1866
2125,December,December,1200,Cage Warriors,160,160,184,49010303,3840000,99,410,1866
2125,December,December,1200,KSW,157,160,184,72647612,3840000,99,410,1866
2125,December,December,1200,Legacy Fighting Alliance,144,144,168,51091680,3456000,99,410,1866
2125,December,December,1200,ONE Championship,188,200,224,95437480,4800000,99,410,1866
2125,December,December,1200,Oktagon MMA,158,160,184,87654251,3840000,99,410,1866
2125,December,December,1200,Professional Fighters League,194,200,224,85142767,4800000,98,410,1866
2125,December,December,1200,RIZIN Fighting Federation,176,176,200,74406269,4224000,99,410,1866
2125,December,December,1200,Ultimate Fighting Championship,260,280,304,106207300,6720000,99,410,1866
2126,July,July,1207,Absolute Championship Akhmat,143,144,168,61654158,3456000,99,412,1871
2126,July,July,1207,BAMMA,144,144,168,39425157,3456000,99,412,1871
2126,July,July,1207,BRAVE Combat Federation,144,144,168,68075486,3456000,99,412,1871
2126,July,July,1207,Cage Warriors,160,160,184,53074401,3840000,100,412,1871
2126,July,July,1207,KSW,160,160,184,70779254,3840000,100,412,1871
2126,July,July,1207,Legacy Fighting Alliance,144,144,168,54456197,3456000,100,412,1871
2126,July,July,1207,ONE Championship,189,200,224,93911854,4800000,99,412,1871
2126,July,July,1207,Oktagon MMA,160,160,184,96880312,3840000,100,412,1871
2126,July,July,1207,Professional Fighters League,193,200,224,84078025,4800000,100,412,1871
2126,July,July,1207,RIZIN Fighting Federation,174,176,200,79894875,4224000,100,412,1871
2126,July,July,1207,Ultimate Fighting Championship,260,280,304,107672249,6720000,100,412,1871
2126,December,December,1212,Absolute Championship Akhmat,144,144,168,66476794,3456000,99,411,1874
2126,December,December,1212,BAMMA,144,144,168,38156599,3456000,99,411,1874
2126,December,December,1212,BRAVE Combat Federation,144,144,168,65588448,3456000,99,411,1874
2126,December,December,1212,Cage Warriors,160,160,184,50942371,3840000,99,411,1874
2126,December,December,1212,KSW,160,160,184,63060530,3840000,99,411,1874
2126,December,December,1212,Legacy Fighting Alliance,144,144,168,55538147,3456000,99,411,1874
2126,December,December,1212,ONE Championship,192,200,224,90419571,4800000,99,411,1874
2126,December,December,1212,Oktagon MMA,160,160,184,100158096,3840000,99,411,1874
2126,December,December,1212,Professional Fighters League,193,200,224,79865421,4800000,99,411,1874
2126,December,December,1212,RIZIN Fighting Federation,174,176,200,75763948,4224000,99,411,1874
2126,December,December,1212,Ultimate Fighting Championship,259,280,304,117530902,6720000,99,411,1874
2127,July,July,1219,Absolute Championship Akhmat,144,144,168,68420023,3456000,99,411,1860
2127,July,July,1219,BAMMA,144,144,168,39821693,3456000,100,411,1860
2127,July,July,1219,BRAVE Combat Federation,143,144,168,62713066,3456000,99,411,1860
2127,July,July,1219,Cage Warriors,159,160,184,52061360,3840000,100,411,1860
2127,July,July,1219,KSW,156,160,184,69993961,3840000,100,411,1860
2127,July,July,1219,Legacy Fighting Alliance,141,144,168,54484060,3456000,99,411,1860
2127,July,July,1219,ONE Championship,191,200,224,87473102,4800000,99,411,1860
2127,July,July,1219,Oktagon MMA,159,160,184,102360130,3840000,100,411,1860
2127,July,July,1219,Professional Fighters League,191,200,224,86777722,4800000,100,411,1860
2127,July,July,1219,RIZIN Fighting Federation,174,176,200,75220279,4224000,99,411,1860
2127,July,July,1219,Ultimate Fighting Championship,258,280,304,119663350,6720000,100,411,1860
2127,December,December,1224,Absolute Championship Akhmat,143,144,168,66726959,3456000,99,411,1864
2127,December,December,1224,BAMMA,144,144,168,37902387,3456000,99,411,1864
2127,December,December,1224,BRAVE Combat Federation,144,144,168,62188058,3456000,99,411,1864
2127,December,December,1224,Cage Warriors,160,160,184,49717762,3840000,99,411,1864
2127,December,December,1224,KSW,157,160,184,66887838,3840000,99,411,1864
2127,December,December,1224,Legacy Fighting Alliance,144,144,168,52744955,3456000,99,411,1864
2127,December,December,1224,ONE Championship,190,200,224,88689537,4800000,99,411,1864
2127,December,December,1224,Oktagon MMA,160,160,184,95749278,3840000,99,411,1864
2127,December,December,1224,Professional Fighters League,188,200,224,81335663,4800000,99,411,1864
2127,December,December,1224,RIZIN Fighting Federation,175,176,200,73019772,4224000,99,411,1864
2127,December,December,1224,Ultimate Fighting Championship,259,280,304,119216577,6720000,99,411,1864
2128,July,July,1231,Absolute Championship Akhmat,143,144,168,68227136,3456000,100,410,1858
2128,July,July,1231,BAMMA,141,144,168,38041217,3456000,99,410,1858
2128,July,July,1231,BRAVE Combat Federation,144,144,168,61423377,3456000,99,410,1858
2128,July,July,1231,Cage Warriors,160,160,184,48411748,3840000,99,410,1858
2128,July,July,1231,KSW,160,160,184,71231470,3840000,100,410,1858
2128,July,July,1231,Legacy Fighting Alliance,144,144,168,52837891,3456000,100,410,1858
2128,July,July,1231,ONE Championship,191,200,224,86808130,4800000,100,410,1858
2128,July,July,1231,Oktagon MMA,159,160,184,100769768,3840000,99,410,1858
2128,July,July,1231,Professional Fighters League,186,200,224,78636518,4800000,99,410,1858
2128,July,July,1231,RIZIN Fighting Federation,171,176,200,79842187,4224000,100,410,1858
2128,July,July,1231,Ultimate Fighting Championship,259,280,304,122792317,6720000,100,410,1858
2128,December,December,1236,Absolute Championship Akhmat,144,144,168,64241589,3456000,99,412,1864
2128,December,December,1236,BAMMA,140,144,168,35725171,3456000,99,412,1864
2128,December,December,1236,BRAVE Combat Federation,143,144,168,61581295,3456000,99,412,1864
2128,December,December,1236,Cage Warriors,160,160,184,45605119,3840000,99,412,1864
2128,December,December,1236,KSW,159,160,184,74042458,3840000,99,412,1864
2128,December,December,1236,Legacy Fighting Alliance,144,144,168,49658383,3456000,99,412,1864
2128,December,December,1236,ONE Championship,192,200,224,80956928,4800000,99,412,1864
2128,December,December,1236,Oktagon MMA,160,160,184,97089589,3840000,99,412,1864
2128,December,December,1236,Professional Fighters League,187,200,224,75674129,4800000,99,412,1864
2128,December,December,1236,RIZIN Fighting Federation,173,176,200,77642994,4224000,99,412,1864
2128,December,December,1236,Ultimate Fighting Championship,262,280,304,118018150,6720000,99,412,1864
2129,July,July,1243,Absolute Championship Akhmat,143,144,168,62765182,3456000,100,409,1858
2129,July,July,1243,BAMMA,141,144,168,38284615,3456000,99,409,1858
2129,July,July,1243,BRAVE Combat Federation,144,144,168,60702928,3456000,99,409,1858
2129,July,July,1243,Cage Warriors,159,160,184,48718959,3840000,100,409,1858
2129,July,July,1243,KSW,160,160,184,81360658,3840000,100,409,1858
2129,July,July,1243,Legacy Fighting Alliance,142,144,168,44183640,3456000,98,409,1858
2129,July,July,1243,ONE Championship,194,200,224,86241009,4800000,100,409,1858
2129,July,July,1243,Oktagon MMA,159,160,184,94298759,3840000,100,409,1858
2129,July,July,1243,Professional Fighters League,185,200,224,93384122,4800000,100,409,1858
2129,July,July,1243,RIZIN Fighting Federation,173,176,200,83342003,4224000,100,409,1858
2129,July,July,1243,Ultimate Fighting Championship,258,280,304,116976019,6720000,100,409,1858
2129,December,December,1248,Absolute Championship Akhmat,144,144,168,67134794,3456000,99,411,1863
2129,December,December,1248,BAMMA,143,144,168,40140700,3456000,98,411,1863
2129,December,December,1248,BRAVE Combat Federation,142,144,168,61213186,3456000,99,411,1863
2129,December,December,1248,Cage Warriors,157,160,184,49301611,3840000,99,411,1863
2129,December,December,1248,KSW,160,160,184,76873690,3840000,99,411,1863
2129,December,December,1248,Legacy Fighting Alliance,141,144,168,44278741,3456000,98,411,1863
2129,December,December,1248,ONE Championship,196,200,224,92777962,4800000,99,411,1863
2129,December,December,1248,Oktagon MMA,160,160,184,89865055,3840000,99,411,1863
2129,December,December,1248,Professional Fighters League,185,200,224,93332862,4800000,99,411,1863
2129,December,December,1248,RIZIN Fighting Federation,174,176,200,86409151,4224000,99,411,1863
2129,December,December,1248,Ultimate Fighting Championship,261,280,304,118463015,6720000,99,411,1863
2130,July,July,1255,Absolute Championship Akhmat,143,144,168,70602226,3456000,99,409,1847
2130,July,July,1255,BAMMA,144,144,168,43325109,3456000,100,409,1847
2130,July,July,1255,BRAVE Combat Federation,139,144,168,62395089,3456000,100,409,1847
2130,July,July,1255,Cage Warriors,157,160,184,50983211,3840000,100,409,1847
2130,July,July,1255,KSW,160,160,184,79971172,3840000,100,409,1847
2130,July,July,1255,Legacy Fighting Alliance,143,144,168,47490000,3456000,99,409,1847
2130,July,July,1255,ONE Championship,189,200,224,86206363,4800000,99,409,1847
2130,July,July,1255,Oktagon MMA,159,160,184,96456082,3840000,100,409,1847
2130,July,July,1255,Professional Fighters League,181,200,224,103536050,4800000,100,409,1847
2130,July,July,1255,RIZIN Fighting Federation,174,176,200,88449347,4224000,99,409,1847
2130,July,July,1255,Ultimate Fighting Championship,258,280,304,119663824,6720000,100,409,1847
2130,December,December,1260,Absolute Championship Akhmat,143,144,168,74613702,3456000,99,410,1857
2130,December,December,1260,BAMMA,144,144,168,41062465,3456000,99,410,1857
2130,December,December,1260,BRAVE Combat Federation,143,144,168,59683083,3456000,99,410,1857
2130,December,December,1260,Cage Warriors,160,160,184,49808848,3840000,99,410,1857
2130,December,December,1260,KSW,159,160,184,80145171,3840000,99,410,1857
2130,December,December,1260,Legacy Fighting Alliance,142,144,168,44862768,3456000,99,410,1857
2130,December,December,1260,ONE Championship,192,200,224,85798674,4800000,99,410,1857
2130,December,December,1260,Oktagon MMA,160,160,184,92437354,3840000,99,410,1857
2130,December,December,1260,Professional Fighters League,182,200,224,104368342,4800000,99,410,1857
2130,December,December,1260,RIZIN Fighting Federation,174,176,200,90319094,4224000,99,410,1857
2130,December,December,1260,Ultimate Fighting Championship,258,280,304,121186671,6720000,99,410,1857
2131,July,July,1267,Absolute Championship Akhmat,143,144,168,82234018,3456000,99,410,1855
2131,July,July,1267,BAMMA,144,144,168,40780748,3456000,99,410,1855
2131,July,July,1267,BRAVE Combat Federation,139,144,168,65970083,3456000,100,410,1855
2131,July,July,1267,Cage Warriors,160,160,184,49967837,3840000,100,410,1855
2131,July,July,1267,KSW,160,160,184,79125710,3840000,100,410,1855
2131,July,July,1267,Legacy Fighting Alliance,144,144,168,44151473,3456000,99,410,1855
2131,July,July,1267,ONE Championship,191,200,224,84213327,4800000,99,410,1855
2131,July,July,1267,Oktagon MMA,160,160,184,88109132,3840000,99,410,1855
2131,July,July,1267,Professional Fighters League,183,200,224,102611788,4800000,99,410,1855
2131,July,July,1267,RIZIN Fighting Federation,173,176,200,90616862,4224000,99,410,1855
2131,July,July,1267,Ultimate Fighting Championship,258,280,304,126464148,6720000,99,410,1855
2131,December,December,1272,Absolute Championship Akhmat,144,144,168,77229788,3456000,99,409,1863
2131,December,December,1272,BAMMA,143,144,168,40527138,3456000,99,409,1863
2131,December,December,1272,BRAVE Combat Federation,141,144,168,64591297,3456000,99,409,1863
2131,December,December,1272,Cage Warriors,159,160,184,47602069,3840000,99,409,1863
2131,December,December,1272,KSW,158,160,184,73368581,3840000,99,409,1863
2131,December,December,1272,Legacy Fighting Alliance,144,144,168,45541806,3456000,99,409,1863
2131,December,December,1272,ONE Championship,193,200,224,79681453,4800000,99,409,1863
2131,December,December,1272,Oktagon MMA,160,160,184,82926069,3840000,99,409,1863
2131,December,December,1272,Professional Fighters League,185,200,224,96727752,4800000,99,409,1863
2131,December,December,1272,RIZIN Fighting Federation,175,176,200,81209988,4224000,98,409,1863
2131,December,December,1272,Ultimate Fighting Championship,261,280,304,135442112,6720000,99,409,1863
2132,July,July,1279,Absolute Championship Akhmat,144,144,168,80725421,3456000,99,410,1857
2132,July,July,1279,BAMMA,144,144,168,43469231,3456000,100,410,1857
2132,July,July,1279,BRAVE Combat Federation,143,144,168,67160767,3456000,100,410,1857
2132,July,July,1279,Cage Warriors,156,160,184,44179114,3840000,98,410,1857
2132,July,July,1279,KSW,160,160,184,72908148,3840000,99,410,1857
2132,July,July,1279,Legacy Fighting Alliance,141,144,168,49147112,3456000,99,410,1857
2132,July,July,1279,ONE Championship,189,200,224,95223355,4800000,99,410,1857
2132,July,July,1279,Oktagon MMA,160,160,184,85486187,3840000,99,410,1857
2132,July,July,1279,Professional Fighters League,186,200,224,97077287,4800000,100,410,1857
2132,July,July,1279,RIZIN Fighting Federation,176,176,200,74713954,4224000,98,410,1857
2132,July,July,1279,Ultimate Fighting Championship,258,280,304,132418741,6720000,100,410,1857
2132,December,December,1284,Absolute Championship Akhmat,143,144,168,79528407,3456000,99,411,1861
2132,December,December,1284,BAMMA,144,144,168,41984201,3456000,99,411,1861
2132,December,December,1284,BRAVE Combat Federation,144,144,168,62783072,3456000,99,411,1861
2132,December,December,1284,Cage Warriors,154,160,184,42344160,3840000,99,411,1861
2132,December,December,1284,KSW,160,160,184,78520849,3840000,99,411,1861
2132,December,December,1284,Legacy Fighting Alliance,144,144,168,52955014,3456000,99,411,1861
2132,December,December,1284,ONE Championship,192,200,224,89075684,4800000,99,411,1861
2132,December,December,1284,Oktagon MMA,158,160,184,80492664,3840000,99,411,1861
2132,December,December,1284,Professional Fighters League,188,200,224,97009692,4800000,99,411,1861
2132,December,December,1284,RIZIN Fighting Federation,175,176,200,72263506,4224000,98,411,1861
2132,December,December,1284,Ultimate Fighting Championship,259,280,304,123272650,6720000,98,411,1861
2133,July,July,1291,Absolute Championship Akhmat,142,144,168,79173958,3456000,99,410,1861
2133,July,July,1291,BAMMA,144,144,168,39995643,3456000,99,410,1861
2133,July,July,1291,BRAVE Combat Federation,144,144,168,66513046,3456000,99,410,1861
2133,July,July,1291,Cage Warriors,155,160,184,48559603,3840000,100,410,1861
2133,July,July,1291,KSW,158,160,184,79990073,3840000,100,410,1861
2133,July,July,1291,Legacy Fighting Alliance,144,144,168,52112464,3456000,99,410,1861
2133,July,July,1291,ONE Championship,194,200,224,94842390,4800000,100,410,1861
2133,July,July,1291,Oktagon MMA,156,160,184,89305444,3840000,100,410,1861
2133,July,July,1291,Professional Fighters League,190,200,224,101694635,4800000,99,410,1861
2133,July,July,1291,RIZIN Fighting Federation,176,176,200,69391606,4224000,99,410,1861
2133,July,July,1291,Ultimate Fighting Championship,258,280,304,128527259,6720000,99,410,1861
2133,December,December,1296,Absolute Championship Akhmat,143,144,168,81897758,3456000,99,409,1859
2133,December,December,1296,BAMMA,143,144,168,38367206,3456000,98,409,1859
2133,December,December,1296,BRAVE Combat Federation,144,144,168,67641320,3456000,99,409,1859
2133,December,December,1296,Cage Warriors,154,160,184,45809606,3840000,99,409,1859
2133,December,December,1296,KSW,157,160,184,73245561,3840000,99,409,1859
2133,December,December,1296,Legacy Fighting Alliance,144,144,168,48864017,3456000,99,409,1859
2133,December,December,1296,ONE Championship,193,200,224,93443431,4800000,99,409,1859
2133,December,December,1296,Oktagon MMA,156,160,184,84067052,3840000,98,409,1859
2133,December,December,1296,Professional Fighters League,191,200,224,97964165,4800000,99,409,1859
2133,December,December,1296,RIZIN Fighting Federation,176,176,200,65889421,4224000,99,409,1859
2133,December,December,1296,Ultimate Fighting Championship,258,280,304,126388959,6720000,99,409,1859
2134,July,July,1303,Absolute Championship Akhmat,141,144,168,82816197,3456000,100,410,1853
2134,July,July,1303,BAMMA,141,144,168,38640650,3456000,99,410,1853
2134,July,July,1303,BRAVE Combat Federation,144,144,168,64016631,3456000,99,410,1853
2134,July,July,1303,Cage Warriors,158,160,184,50638218,3840000,100,410,1853
2134,July,July,1303,KSW,156,160,184,76596635,3840000,100,410,1853
2134,July,July,1303,Legacy Fighting Alliance,143,144,168,46175967,3456000,98,410,1853
2134,July,July,1303,ONE Championship,191,200,224,91678818,4800000,100,410,1853
2134,July,July,1303,Oktagon MMA,157,160,184,76472219,3840000,98,410,1853
2134,July,July,1303,Professional Fighters League,189,200,224,99740668,4800000,99,410,1853
2134,July,July,1303,RIZIN Fighting Federation,174,176,200,76759262,4224000,100,410,1853
2134,July,July,1303,Ultimate Fighting Championship,259,280,304,134972955,6720000,99,410,1853
2134,December,December,1308,Absolute Championship Akhmat,143,144,168,81475811,3456000,99,409,1860
2134,December,December,1308,BAMMA,144,144,168,38094714,3456000,99,409,1860
2134,December,December,1308,BRAVE Combat Federation,143,144,168,58989721,3456000,99,409,1860
2134,December,December,1308,Cage Warriors,159,160,184,52336796,3840000,99,409,1860
2134,December,December,1308,KSW,158,160,184,73759788,3840000,99,409,1860
2134,December,December,1308,Legacy Fighting Alliance,144,144,168,50205518,3456000,99,409,1860
2134,December,December,1308,ONE Championship,193,200,224,82672790,4800000,98,409,1860
2134,December,December,1308,Oktagon MMA,153,160,184,81431131,3840000,99,409,1860
2134,December,December,1308,Professional Fighters League,191,200,224,96108195,4800000,99,409,1860
2134,December,December,1308,RIZIN Fighting Federation,174,176,200,73483594,4224000,99,409,1860
2134,December,December,1308,Ultimate Fighting Championship,258,280,304,136729468,6720000,99,409,1860
2135,July,July,1315,Absolute Championship Akhmat,142,144,168,83700937,3456000,99,410,1858
2135,July,July,1315,BAMMA,144,144,168,40185571,3456000,99,410,1858
2135,July,July,1315,BRAVE Combat Federation,144,144,168,54687257,3456000,98,410,1858
2135,July,July,1315,Cage Warriors,156,160,184,52058293,3840000,99,410,1858
2135,July,July,1315,KSW,154,160,184,74908586,3840000,100,410,1858
2135,July,July,1315,Legacy Fighting Alliance,144,144,168,57037395,3456000,100,410,1858
2135,July,July,1315,ONE Championship,191,200,224,82704359,4800000,99,410,1858
2135,July,July,1315,Oktagon MMA,156,160,184,83615316,3840000,99,410,1858
2135,July,July,1315,Professional Fighters League,193,200,224,93673238,4800000,100,410,1858
2135,July,July,1315,RIZIN Fighting Federation,176,176,200,70184885,4224000,99,410,1858
2135,July,July,1315,Ultimate Fighting Championship,258,280,304,141136972,6720000,100,410,1858
2135,December,December,1320,Absolute Championship Akhmat,144,144,168,78411506,3456000,99,409,1863
2135,December,December,1320,BAMMA,144,144,168,39467153,3456000,99,409,1863
2135,December,December,1320,BRAVE Combat Federation,144,144,168,57100590,3456000,99,409,1863
2135,December,December,1320,Cage Warriors,158,160,184,51271006,3840000,99,409,1863
2135,December,December,1320,KSW,155,160,184,68360671,3840000,99,409,1863
2135,December,December,1320,Legacy Fighting Alliance,143,144,168,55655195,3456000,99,409,1863
2135,December,December,1320,ONE Championship,192,200,224,83866942,4800000,99,409,1863
2135,December,December,1320,Oktagon MMA,159,160,184,86439571,3840000,99,409,1863
2135,December,December,1320,Professional Fighters League,193,200,224,94818073,4800000,99,409,1863
2135,December,December,1320,RIZIN Fighting Federation,173,176,200,66917313,4224000,98,409,1863
2135,December,December,1320,Ultimate Fighting Championship,258,280,304,132992449,6720000,99,409,1863
2136,July,July,1327,Absolute Championship Akhmat,142,144,168,79267403,3456000,100,410,1865
2136,July,July,1327,BAMMA,144,144,168,40595603,3456000,100,410,1865
2136,July,July,1327,BRAVE Combat Federation,144,144,168,57561502,3456000,100,410,1865
2136,July,July,1327,Cage Warriors,159,160,184,56653242,3840000,100,410,1865
2136,July,July,1327,KSW,159,160,184,68547140,3840000,100,410,1865
2136,July,July,1327,Legacy Fighting Alliance,143,144,168,56612761,3456000,100,410,1865
2136,July,July,1327,ONE Championship,188,200,224,85703722,4800000,100,410,1865
2136,July,July,1327,Oktagon MMA,158,160,184,88578531,3840000,100,410,1865
2136,July,July,1327,Professional Fighters League,196,200,224,95925033,4800000,100,410,1865
2136,July,July,1327,RIZIN Fighting Federation,176,176,200,73072313,4224000,99,410,1865
2136,July,July,1327,Ultimate Fighting Championship,256,280,304,132577039,6720000,99,410,1865
2136,December,December,1332,Absolute Championship Akhmat,144,144,168,75549704,3456000,99,411,1869
2136,December,December,1332,BAMMA,144,144,168,40236765,3456000,99,411,1869
2136,December,December,1332,BRAVE Combat Federation,144,144,168,55744013,3456000,99,411,1869
2136,December,December,1332,Cage Warriors,159,160,184,56235461,3840000,99,411,1869
2136,December,December,1332,KSW,160,160,184,69189399,3840000,99,411,1869
2136,December,December,1332,Legacy Fighting Alliance,142,144,168,54894904,3456000,99,411,1869
2136,December,December,1332,ONE Championship,187,200,224,80965060,4800000,99,411,1869
2136,December,December,1332,Oktagon MMA,160,160,184,88639871,3840000,99,411,1869
2136,December,December,1332,Professional Fighters League,196,200,224,93627699,4800000,99,411,1869
2136,December,December,1332,RIZIN Fighting Federation,175,176,200,73272302,4224000,99,411,1869
2136,December,December,1332,Ultimate Fighting Championship,258,280,304,126334310,6720000,99,411,1869
2137,July,July,1339,Absolute Championship Akhmat,144,144,168,77867026,3456000,100,411,1861
2137,July,July,1339,BAMMA,144,144,168,41520317,3456000,99,411,1861
2137,July,July,1339,BRAVE Combat Federation,144,144,168,60731814,3456000,100,411,1861
2137,July,July,1339,Cage Warriors,159,160,184,59023649,3840000,100,411,1861
2137,July,July,1339,KSW,160,160,184,70085100,3840000,100,411,1861
2137,July,July,1339,Legacy Fighting Alliance,143,144,168,52546002,3456000,99,411,1861
2137,July,July,1339,ONE Championship,186,200,224,86038515,4800000,100,411,1861
2137,July,July,1339,Oktagon MMA,157,160,184,98294240,3840000,100,411,1861
2137,July,July,1339,Professional Fighters League,191,200,224,96308621,4800000,100,411,1861
2137,July,July,1339,RIZIN Fighting Federation,175,176,200,82387118,4224000,99,411,1861
2137,July,July,1339,Ultimate Fighting Championship,258,280,304,123167945,6720000,100,411,1861
2137,December,December,1344,Absolute Championship Akhmat,143,144,168,78282304,3456000,99,410,1865
2137,December,December,1344,BAMMA,144,144,168,42366065,3456000,99,410,1865
2137,December,December,1344,BRAVE Combat Federation,144,144,168,64183355,3456000,99,410,1865
2137,December,December,1344,Cage Warriors,160,160,184,57510688,3840000,99,410,1865
2137,December,December,1344,KSW,160,160,184,70411922,3840000,99,410,1865
2137,December,December,1344,Legacy Fighting Alliance,144,144,168,50921578,3456000,98,410,1865
2137,December,December,1344,ONE Championship,186,200,224,82025893,4800000,99,410,1865
2137,December,December,1344,Oktagon MMA,158,160,184,89167848,3840000,98,410,1865
2137,December,December,1344,Professional Fighters League,194,200,224,95759691,4800000,99,410,1865
2137,December,December,1344,RIZIN Fighting Federation,175,176,200,83198332,4224000,99,410,1865
